metatranscriptomics_name	kraken2_taxonomy
k141_15703	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_92009	Acidovorax sp. KKS102 (taxid 358220)
k141_110098	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_148810	Enterobacteriaceae (taxid 543)
k141_205159	Pseudomonas mendocina (taxid 300)
k141_35810	Phreatobacter cathodiphilus (taxid 1868589)
k141_185553	Enterobacteriaceae (taxid 543)
k141_167972	Arthrobacter citreus (taxid 1670)
k141_128829	Vibrio aphrogenes (taxid 1891186)
k141_72373	Pseudomonas fragi (taxid 296)
k141_243017	Lactobacillus crispatus (taxid 47770)
k141_148816	Pseudomonas protegens (taxid 380021)
k141_15707	Pseudomonas azotoformans (taxid 47878)
k141_35814	Thermotoga petrophila RKU-1 (taxid 390874)
k141_185558	Paraburkholderia fungorum (taxid 134537)
k141_35815	Pseudomonas putida (taxid 303)
k141_167974	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_110103	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_92021	Phreatobacter cathodiphilus (taxid 1868589)
k141_205171	Pseudomonas putida H8234 (taxid 1331671)
k141_224069	Pseudomonas sp. LTGT-11-2Z (taxid 2479393)
k141_92022	Pseudomonas psychrophila (taxid 122355)
k141_262354	Pseudomonas fragi (taxid 296)
k141_185565	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_243018	Pseudomonas mendocina (taxid 300)
k141_148824	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_262355	Pseudomonas sp. SK (taxid 2729423)
k141_167979	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_224070	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_167981	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_15716	Aeromicrobium erythreum (taxid 2041)
k141_35826	Lactobacillus crispatus (taxid 47770)
k141_262357	Dietzia psychralcaliphila (taxid 139021)
k141_72392	Pseudomonas veronii (taxid 76761)
k141_15718	Pseudomonas putida (taxid 303)
k141_205187	Achromobacter xylosoxidans (taxid 85698)
k141_110114	Delftia lacustris (taxid 558537)
k141_224080	Curvibacter sp. AEP1-3 (taxid 1844971)
k141_185581	Pseudomonas alcaliphila JAB1 (taxid 741155)
k141_128844	Lactobacillus crispatus ST1 (taxid 748671)
k141_35830	Lactiplantibacillus plantarum (taxid 1590)
k141_243030	Pseudomonas putida S16 (taxid 1042876)
k141_72397	Pseudomonas migulae (taxid 78543)
k141_110118	Photobacterium damselae (taxid 38293)
k141_185583	Pseudomonas putida (taxid 303)
k141_15724	Anoxybacillus flavithermus (taxid 33934)
k141_128847	Pseudomonas veronii (taxid 76761)
k141_53641	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_148837	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_35832	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_224085	Acinetobacter piscicola (taxid 2006115)
k141_205199	Pseudomonas rhodesiae (taxid 76760)
k141_72404	Lactobacillus amylovorus (taxid 1604)
k141_128848	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_262371	Serratia marcescens subsp. marcescens ATCC 13880 (taxid 911022)
k141_15733	Paraburkholderia fungorum (taxid 134537)
k141_262373	Pseudomonas vancouverensis (taxid 95300)
k141_167999	Pseudomonas lundensis (taxid 86185)
k141_243043	Carnobacterium divergens (taxid 2748)
k141_205204	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_224089	Pseudomonas fragi (taxid 296)
k141_53648	Microbacterium (taxid 33882)
k141_168000	Acinetobacter baumannii (taxid 470)
k141_148844	Pseudomonas putida F1 (taxid 351746)
k141_72411	Pseudomonas entomophila (taxid 312306)
k141_205207	Carnobacterium divergens (taxid 2748)
k141_168002	Enterobacteriaceae (taxid 543)
k141_168003	Leuconostoc citreum (taxid 33964)
k141_72412	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_15742	Weissella confusa (taxid 1583)
k141_224095	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_35845	Lactiplantibacillus plantarum (taxid 1590)
k141_148847	Pseudomonas syringae (taxid 317)
k141_110133	Pseudomonas mendocina (taxid 300)
k141_168006	Paraburkholderia fungorum (taxid 134537)
k141_224096	Pseudomonas putida H8234 (taxid 1331671)
k141_128860	Serratia marcescens (taxid 615)
k141_53660	Pantoea agglomerans (taxid 549)
k141_15745	Lactobacillus salivarius UCC118 (taxid 362948)
k141_224099	Weissella confusa (taxid 1583)
k141_148854	Vibrio mimicus (taxid 674)
k141_262382	Pseudomonas mendocina (taxid 300)
k141_72421	Enterobacteriaceae (taxid 543)
k141_205216	Enterobacteriaceae (taxid 543)
k141_53666	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_15750	Paraburkholderia fungorum (taxid 134537)
k141_92051	Dietzia sp. oral taxon 368 (taxid 712270)
k141_224100	Lactobacillus crispatus (taxid 47770)
k141_72422	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_224101	Pseudomonas mendocina (taxid 300)
k141_110134	Pluralibacter gergoviae (taxid 61647)
k141_185584	Pseudomonas lundensis (taxid 86185)
k141_35861	Lactobacillus helveticus (taxid 1587)
k141_262395	Pseudomonas protegens (taxid 380021)
k141_185585	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_168016	Pseudomonas fluorescens (taxid 294)
k141_148859	Pseudomonas sp. Ost2 (taxid 2678260)
k141_243073	Pseudomonas sp. ADAK13 (taxid 2730847)
k141_15754	Pseudomonas fragi (taxid 296)
k141_110138	Gammaproteobacteria (taxid 1236)
k141_92057	Enterobacteriaceae (taxid 543)
k141_262398	Phreatobacter cathodiphilus (taxid 1868589)
k141_110139	Bacteria (taxid 2)
k141_224105	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_15755	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_35867	Lactobacillus mucosae LM1 (taxid 1130798)
k141_262399	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_92061	Serratia (taxid 613)
k141_243078	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_35869	Fusobacterium sp. NSJ-57 (taxid 2764326)
k141_205229	Enterobacteriaceae (taxid 543)
k141_262400	Achromobacter deleyi (taxid 1353891)
k141_185592	Pseudomonas monteilii (taxid 76759)
k141_35870	Achromobacter xylosoxidans (taxid 85698)
k141_53688	Pseudomonas veronii (taxid 76761)
k141_110142	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_148867	Achromobacter xylosoxidans (taxid 85698)
k141_72442	Pseudomonas protegens Cab57 (taxid 1420599)
k141_262401	Paraburkholderia fungorum (taxid 134537)
k141_224108	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_168024	Pseudomonas fluorescens WH6 (taxid 746360)
k141_110147	Burkholderia plantarii (taxid 41899)
k141_205238	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_148871	Pseudomonas fragi (taxid 296)
k141_72448	Plantibacter (taxid 190323)
k141_15768	Weissella confusa (taxid 1583)
k141_53695	Achromobacter xylosoxidans A8 (taxid 762376)
k141_35875	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_168027	Proteobacteria (taxid 1224)
k141_243090	Pseudomonas putida (taxid 303)
k141_262408	Dietzia psychralcaliphila (taxid 139021)
k141_15769	Vibrio rotiferianus (taxid 190895)
k141_205241	Lactobacillus delbrueckii subsp. sunkii (taxid 1050107)
k141_168028	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_35878	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_185605	Pseudomonas psychrophila (taxid 122355)
k141_128873	Ligilactobacillus salivarius (taxid 1624)
k141_262411	Pseudomonas protegens Cab57 (taxid 1420599)
k141_168030	Vibrio anguillarum (taxid 55601)
k141_53697	Pseudomonas azotoformans (taxid 47878)
k141_128874	Achromobacter xylosoxidans (taxid 85698)
k141_205247	Acidovorax monticola (taxid 1926868)
k141_224126	Achromobacter xylosoxidans (taxid 85698)
k141_243100	Acinetobacter wuhouensis (taxid 1879050)
k141_92078	Aminobacter sp. SR38 (taxid 2774562)
k141_205249	Pseudomonas lundensis (taxid 86185)
k141_53701	Pseudomonas fluorescens WH6 (taxid 746360)
k141_185613	Limosilactobacillus mucosae (taxid 97478)
k141_148886	Paraburkholderia fungorum (taxid 134537)
k141_110159	Pseudomonas mendocina (taxid 300)
k141_168037	Enterobacteriaceae (taxid 543)
k141_243102	Photobacterium damselae subsp. damselae (taxid 85581)
k141_148887	Limosilactobacillus fermentum (taxid 1613)
k141_168040	Achromobacter xylosoxidans (taxid 85698)
k141_110163	Pseudomonas psychrotolerans (taxid 237610)
k141_92087	Achromobacter xylosoxidans A8 (taxid 762376)
k141_72470	Pluralibacter gergoviae (taxid 61647)
k141_35882	Lactobacillus mucosae LM1 (taxid 1130798)
k141_243108	Lactobacillus mucosae LM1 (taxid 1130798)
k141_168041	Pseudomonas fragi (taxid 296)
k141_224144	Achromobacter xylosoxidans (taxid 85698)
k141_53717	Pseudomonas lundensis (taxid 86185)
k141_92089	Pseudomonas fluorescens WH6 (taxid 746360)
k141_168046	Pseudomonas mendocina (taxid 300)
k141_148897	Pluralibacter gergoviae (taxid 61647)
k141_128879	Pseudomonas fragi (taxid 296)
k141_35889	Pseudomonas putida (taxid 303)
k141_72476	Pseudomonas psychrophila (taxid 122355)
k141_92090	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_243117	Serratia (taxid 613)
k141_262440	Pluralibacter gergoviae (taxid 61647)
k141_53720	Vibrio fluvialis (taxid 676)
k141_168049	Enterobacteriaceae (taxid 543)
k141_72478	Pseudomonas putida (taxid 303)
k141_243119	Pluralibacter gergoviae (taxid 61647)
k141_15795	Pseudomonas putida B6-2 (taxid 1081940)
k141_35894	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_168051	Weissella confusa (taxid 1583)
k141_110179	Anoxybacillus flavithermus (taxid 33934)
k141_185635	Pseudomonas putida (taxid 303)
k141_205278	Pluralibacter gergoviae (taxid 61647)
k141_72481	Acinetobacter sp. YH12138 (taxid 2601122)
k141_53723	Pseudomonas sp. DTU12.3 (taxid 2073078)
k141_148905	Serratia marcescens (taxid 615)
k141_72483	Ralstonia pickettii 12D (taxid 428406)
k141_168053	Pseudomonas fragi (taxid 296)
k141_35897	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_15804	Pseudomonas fragi (taxid 296)
k141_168055	Pseudomonas mendocina (taxid 300)
k141_110185	unclassified Thermotoga (taxid 2631113)
k141_243130	Pseudomonas putida S12 (taxid 1215087)
k141_53725	Pseudomonas fragi (taxid 296)
k141_205285	Pseudomonas fragi (taxid 296)
k141_110189	Pseudomonas putida (taxid 303)
k141_224172	Dietzia psychralcaliphila (taxid 139021)
k141_110191	Vibrio scophthalmi (taxid 45658)
k141_205286	Pseudomonas fragi (taxid 296)
k141_15816	Pseudomonas putida (taxid 303)
k141_224173	Pseudomonas fragi (taxid 296)
k141_53731	Pseudomonas sp. ADAK13 (taxid 2730847)
k141_110192	Photobacterium profundum SS9 (taxid 298386)
k141_148924	Thermotoga (taxid 2335)
k141_53732	Paraburkholderia fungorum (taxid 134537)
k141_72484	Pseudomonas fragi (taxid 296)
k141_168069	Achromobacter xylosoxidans (taxid 85698)
k141_92119	Lactobacillus johnsonii (taxid 33959)
k141_243140	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_110195	Thermotoga (taxid 2335)
k141_35920	Pseudomonas fragi (taxid 296)
k141_262461	Pseudomonas lundensis (taxid 86185)
k141_205294	Pseudomonas sp. Ost2 (taxid 2678260)
k141_92122	Pseudomonas protegens (taxid 380021)
k141_128891	Pseudomonas sp. LAB-08 (taxid 143813)
k141_205297	Delftia sp. HK171 (taxid 1920191)
k141_148928	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_110204	Achromobacter xylosoxidans (taxid 85698)
k141_168074	Pseudomonas parafulva (taxid 157782)
k141_35929	Thermotoga sp. RQ7 (taxid 126738)
k141_15830	Pseudomonas fragi (taxid 296)
k141_148930	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_262464	Pseudomonas azotoformans (taxid 47878)
k141_168076	Pseudomonas putida group (taxid 136845)
k141_185636	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_15833	Pseudomonas extremaustralis (taxid 359110)
k141_224193	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_92134	Pseudomonas fragi (taxid 296)
k141_243154	Enterobacteriaceae (taxid 543)
k141_243155	Achromobacter sp. AONIH1 (taxid 1758194)
k141_185638	Lactobacillus crispatus (taxid 47770)
k141_128913	Comamonas koreensis (taxid 160825)
k141_110215	Limosilactobacillus reuteri (taxid 1598)
k141_224197	Bifidobacterium thermophilum (taxid 33905)
k141_15838	Pseudomonas putida B6-2 (taxid 1081940)
k141_262468	Thermotoga naphthophila RKU-10 (taxid 590168)
k141_185640	Acinetobacter chinensis (taxid 2004650)
k141_148940	Pseudomonas putida (taxid 303)
k141_168084	Streptococcus equinus (taxid 1335)
k141_15840	Pseudomonas sp. MSPm1 (taxid 2726956)
k141_53753	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_72497	Dietzia psychralcaliphila (taxid 139021)
k141_35948	Pseudomonas sp. CMR5c (taxid 658630)
k141_185645	Streptococcus equinus (taxid 1335)
k141_205319	Pseudomonas protegens (taxid 380021)
k141_128922	Stenotrophomonas sp. CW117 (taxid 2775920)
k141_224206	Achromobacter xylosoxidans (taxid 85698)
k141_53759	Pseudomonas putida (taxid 303)
k141_72503	Lactobacillus amylolyticus (taxid 83683)
k141_15845	Enterobacteriaceae (taxid 543)
k141_35949	Enterobacteriaceae (taxid 543)
k141_168093	Paraburkholderia fungorum (taxid 134537)
k141_185650	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_148953	Limosilactobacillus fermentum (taxid 1613)
k141_35956	Pseudomonas sp. S49 (taxid 1573720)
k141_110224	Aeromicrobium erythreum (taxid 2041)
k141_205328	Shimwellia blattae (taxid 563)
k141_72511	Lactobacillus ultunensis (taxid 227945)
k141_128925	Enterobacteriaceae (taxid 543)
k141_243175	Pseudomonas fragi (taxid 296)
k141_148956	Pseudomonas lundensis (taxid 86185)
k141_35959	Vibrio sp. SM1977 (taxid 2662262)
k141_92164	Paraburkholderia fungorum (taxid 134537)
k141_168101	Azospirillum (taxid 191)
k141_224222	Shewanella sp. Scap07 (taxid 2589987)
k141_72516	Pseudomonas fragi (taxid 296)
k141_15854	Pseudomonas putida F1 (taxid 351746)
k141_185655	Pseudomonas lundensis (taxid 86185)
k141_35964	Janthinobacterium svalbardensis (taxid 368607)
k141_72518	Stenotrophomonas maltophilia (taxid 40324)
k141_128927	Enterobacteriaceae (taxid 543)
k141_224225	Paraburkholderia fungorum (taxid 134537)
k141_185656	Paraburkholderia fungorum (taxid 134537)
k141_205337	Phreatobacter cathodiphilus (taxid 1868589)
k141_243176	Pseudomonas protegens (taxid 380021)
k141_35966	Fusobacterium sp. NSJ-57 (taxid 2764326)
k141_53778	Lactobacillus crispatus (taxid 47770)
k141_110225	Aeromicrobium erythreum (taxid 2041)
k141_243178	Anoxybacillus flavithermus (taxid 33934)
k141_128931	Streptococcus equinus (taxid 1335)
k141_185661	Pseudomonas migulae (taxid 78543)
k141_110226	Pluralibacter gergoviae (taxid 61647)
k141_205338	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_148969	Pseudomonas putida H8234 (taxid 1331671)
k141_35972	Pseudomonas fragi (taxid 296)
k141_168116	Pseudomonas stutzeri DSM 4166 (taxid 996285)
k141_128932	Pseudomonas mendocina (taxid 300)
k141_92178	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_205342	Lactiplantibacillus plantarum (taxid 1590)
k141_148973	Pseudomonas sp. B11D7D (taxid 2735906)
k141_128934	Serratia sp. LS-1 (taxid 2485839)
k141_185662	Achromobacter xylosoxidans (taxid 85698)
k141_224238	Pseudomonas poae (taxid 200451)
k141_243186	Enterobacteriaceae (taxid 543)
k141_128936	Pseudomonas putida (taxid 303)
k141_185665	Lactobacillus crispatus (taxid 47770)
k141_148976	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_110236	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_53780	Pluralibacter gergoviae (taxid 61647)
k141_168126	Pseudomonas putida (taxid 303)
k141_35985	Enterobacteriaceae (taxid 543)
k141_53785	Achromobacter xylosoxidans (taxid 85698)
k141_205353	Limosilactobacillus mucosae (taxid 97478)
k141_92188	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_35986	Pseudomonas putida S12 (taxid 1215087)
k141_185672	Achromobacter xylosoxidans (taxid 85698)
k141_224242	Enterobacteriaceae (taxid 543)
k141_72548	Lactiplantibacillus plantarum (taxid 1590)
k141_185673	Lactobacillus (taxid 1578)
k141_92192	Delftia acidovorans (taxid 80866)
k141_110240	Pseudomonas fragi (taxid 296)
k141_243196	Pseudomonas fragi (taxid 296)
k141_148984	Pseudomonas fluorescens WH6 (taxid 746360)
k141_205359	Serratia ureilytica (taxid 300181)
k141_224245	Serratia (taxid 613)
k141_168134	Leuconostoc lactis (taxid 1246)
k141_35994	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_205360	Pseudomonas sp. IB20 (taxid 1702250)
k141_92194	Achromobacter xylosoxidans (taxid 85698)
k141_128955	Mammaliicoccus sciuri (taxid 1296)
k141_148986	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_53788	Pseudomonas fluorescens BBc6R8 (taxid 463794)
k141_224248	Pseudomonas sp. FGI182 (taxid 1259844)
k141_110247	Achromobacter xylosoxidans A8 (taxid 762376)
k141_205361	Pseudomonas sp. Y39-6 (taxid 2749807)
k141_35995	Ralstonia pickettii 12J (taxid 402626)
k141_224250	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_148987	Pluralibacter gergoviae (taxid 61647)
k141_15887	Lactobacillus johnsonii FI9785 (taxid 633699)
k141_110248	Pseudomonas lundensis (taxid 86185)
k141_148988	Pseudomonas trivialis (taxid 200450)
k141_185685	Pseudomonas psychrophila (taxid 122355)
k141_243198	Pseudomonas fluorescens WH6 (taxid 746360)
k141_15889	Pseudomonas putida (taxid 303)
k141_35996	Micrococcus luteus (taxid 1270)
k141_110251	Achromobacter xylosoxidans A8 (taxid 762376)
k141_92203	Phreatobacter cathodiphilus (taxid 1868589)
k141_243201	Pseudomonas sp. Y39-6 (taxid 2749807)
k141_110253	Microbacterium sp. RG1 (taxid 2489212)
k141_185692	Limosilactobacillus fermentum (taxid 1613)
k141_15893	Pseudomonas fragi (taxid 296)
k141_72561	Pseudomonas lundensis (taxid 86185)
k141_128967	Pseudomonas psychrophila (taxid 122355)
k141_224264	Anoxybacillus flavithermus (taxid 33934)
k141_110254	Pseudomonas putida (taxid 303)
k141_243208	Pseudomonas putida (taxid 303)
k141_128968	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_53804	Rhodoferax sp. BAB1 (taxid 2741720)
k141_92209	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_243210	Vibrio (taxid 662)
k141_168154	Serratia marcescens (taxid 615)
k141_185697	Pseudomonas putida (taxid 303)
k141_15899	Pluralibacter gergoviae (taxid 61647)
k141_110262	Serratia ureilytica (taxid 300181)
k141_224273	Ralstonia pickettii (taxid 329)
k141_36002	Pseudomonas lundensis (taxid 86185)
k141_205378	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_168156	Pseudomonas fragi (taxid 296)
k141_243217	Limosilactobacillus fermentum (taxid 1613)
k141_110263	Photobacterium damselae (taxid 38293)
k141_243218	Bacteria (taxid 2)
k141_128980	Pseudomonas antarctica (taxid 219572)
k141_149016	Pseudomonas protegens (taxid 380021)
k141_53813	Pseudomonas aeruginosa (taxid 287)
k141_92222	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_72584	Pseudomonas putida (taxid 303)
k141_224280	Vibrio alfacsensis (taxid 1074311)
k141_149018	Aliivibrio salmonicida (taxid 40269)
k141_243223	Acinetobacter piscicola (taxid 2006115)
k141_110269	Moritella sp. 24 (taxid 2746230)
k141_224281	Pseudomonas psychrophila (taxid 122355)
k141_15909	Pseudomonas mendocina (taxid 300)
k141_243224	Carnobacterium divergens (taxid 2748)
k141_168159	Micromonospora echinaurantiaca (taxid 47857)
k141_36016	Lactobacillus fermentum 3872 (taxid 1381124)
k141_205392	Vibrio mimicus (taxid 674)
k141_72589	Paraburkholderia fungorum (taxid 134537)
k141_185705	Lactobacillus mucosae LM1 (taxid 1130798)
k141_243225	Pseudomonas fragi (taxid 296)
k141_128984	Pseudomonas fragi (taxid 296)
k141_168161	Lactobacillus amylovorus (taxid 1604)
k141_53824	Lactobacillus salivarius UCC118 (taxid 362948)
k141_224289	Pluralibacter gergoviae (taxid 61647)
k141_149026	Pseudomonas putida DOT-T1E (taxid 1196325)
k141_205400	Pseudomonas fluorescens (taxid 294)
k141_36022	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_110280	Ralstonia pickettii 12D (taxid 428406)
k141_72596	Delftia acidovorans (taxid 80866)
k141_53826	Pseudomonas fragi (taxid 296)
k141_110283	Serratia (taxid 613)
k141_262480	Limosilactobacillus vaginalis (taxid 1633)
k141_128994	Dietzia sp. oral taxon 368 (taxid 712270)
k141_92244	Pseudomonas mendocina (taxid 300)
k141_15922	Thermotoga sp. 2812B (taxid 1157948)
k141_168169	Achromobacter xylosoxidans (taxid 85698)
k141_53828	Limosilactobacillus pontis (taxid 35787)
k141_36029	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_149036	Cutibacterium acnes (taxid 1747)
k141_243239	Pseudomonas fragi (taxid 296)
k141_224299	Vibrio diabolicus subgroup (taxid 2315253)
k141_92249	Clostridium (taxid 1485)
k141_185706	Pseudomonas fluorescens WH6 (taxid 746360)
k141_36032	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_149039	Pseudomonas psychrophila (taxid 122355)
k141_110291	Afipia carboxidovorans OM5 (taxid 504832)
k141_92250	Pseudomonas migulae (taxid 78543)
k141_205414	Vibrio rotiferianus (taxid 190895)
k141_72605	Brevibacterium casei (taxid 33889)
k141_262483	Enterobacteriaceae (taxid 543)
k141_53834	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_92251	Pseudomonas fluorescens NCIMB 11764 (taxid 1221522)
k141_36037	Phreatobacter cathodiphilus (taxid 1868589)
k141_129007	Variovorax paradoxus (taxid 34073)
k141_243240	Pseudomonas sp. S09G 359 (taxid 2054919)
k141_262485	Thermotoga sp. 2812B (taxid 1157948)
k141_72612	Pediococcus pentosaceus (taxid 1255)
k141_185713	Moritella sp. 24 (taxid 2746230)
k141_224307	Achromobacter xylosoxidans (taxid 85698)
k141_205422	Pseudomonas fluorescens WH6 (taxid 746360)
k141_15939	Pseudomonas brenneri (taxid 129817)
k141_53838	Achromobacter xylosoxidans (taxid 85698)
k141_36042	Serratia marcescens (taxid 615)
k141_243243	Enterobacteriaceae (taxid 543)
k141_205424	Achromobacter deleyi (taxid 1353891)
k141_110306	Orbus sp. IPMB12 (taxid 1635327)
k141_92260	Limosilactobacillus mucosae (taxid 97478)
k141_129011	Pseudomonas fragi (taxid 296)
k141_168190	Sphingopyxis sp. EG6 (taxid 1874061)
k141_129012	Enterobacteriaceae (taxid 543)
k141_92261	Achromobacter xylosoxidans (taxid 85698)
k141_205427	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_149047	Pseudomonas mendocina (taxid 300)
k141_168191	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_36046	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_185724	Pseudomonas cedrina (taxid 651740)
k141_92264	Variovorax sp. PBL-E5 (taxid 434014)
k141_53848	Serratia marcescens (taxid 615)
k141_262500	Serratia marcescens (taxid 615)
k141_129017	Paraburkholderia phytofirmans OLGA172 (taxid 1417228)
k141_36050	Serratia (taxid 613)
k141_243255	Acinetobacter piscicola (taxid 2006115)
k141_224322	Escherichia coli (taxid 562)
k141_149054	Pseudomonas putida (taxid 303)
k141_72630	Pseudomonas sp. S09G 359 (taxid 2054919)
k141_168200	Pseudomonas sp. IB20 (taxid 1702250)
k141_205436	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_92270	Microbacterium esteraromaticum (taxid 57043)
k141_168201	Pseudomonas sp. NS1(2017) (taxid 2025658)
k141_129018	Pseudomonas pseudoalcaligenes CECT 5344 (taxid 1182590)
k141_243259	Clostridium isatidis (taxid 182773)
k141_224323	Proteus hauseri (taxid 183417)
k141_243260	Pandoraea fibrosis (taxid 1891094)
k141_92272	Ralstonia pickettii (taxid 329)
k141_72636	Achromobacter xylosoxidans (taxid 85698)
k141_205440	Achromobacter deleyi (taxid 1353891)
k141_110324	Pseudomonas sp. Tri1 (taxid 2823875)
k141_168203	Pseudomonas sp. B11D7D (taxid 2735906)
k141_36054	Achromobacter deleyi (taxid 1353891)
k141_205442	Pseudomonas psychrophila (taxid 122355)
k141_262514	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_243261	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_53852	Pseudomonas fragi (taxid 296)
k141_185743	Vibrio (taxid 662)
k141_129020	Pseudomonas sp. CMR12a (taxid 658629)
k141_168208	Achromobacter xylosoxidans (taxid 85698)
k141_92277	Pseudomonas fragi (taxid 296)
k141_15960	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_36057	Pseudomonas azotoformans (taxid 47878)
k141_110331	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_243267	Pseudomonas mendocina (taxid 300)
k141_92283	Pseudomonas protegens Cab57 (taxid 1420599)
k141_262518	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_53861	Pseudomonas putida (taxid 303)
k141_36059	Pseudomonas psychrophila (taxid 122355)
k141_110334	Vibrio vulnificus (taxid 672)
k141_72648	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_205455	Pseudomonas fragi (taxid 296)
k141_262522	Ralstonia pickettii 12J (taxid 402626)
k141_129028	Pseudomonas protegens (taxid 380021)
k141_36061	Ligilactobacillus salivarius (taxid 1624)
k141_224339	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_185744	Pluralibacter gergoviae (taxid 61647)
k141_72650	Thermoclostridium stercorarium (taxid 1510)
k141_149077	Pimelobacter simplex (taxid 2045)
k141_205457	Pseudomonas fluorescens (taxid 294)
k141_243276	unclassified Hydrogenophaga (taxid 2610897)
k141_53866	Sphingopyxis macrogoltabida (taxid 33050)
k141_262527	Achromobacter deleyi (taxid 1353891)
k141_15971	Dietzia psychralcaliphila (taxid 139021)
k141_36066	Pseudomonas putida (taxid 303)
k141_72652	Pseudomonas putida (taxid 303)
k141_224341	Pseudomonas lundensis (taxid 86185)
k141_110345	Pluralibacter gergoviae (taxid 61647)
k141_243282	Pseudomonas fluorescens (taxid 294)
k141_53867	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_72656	Achromobacter deleyi (taxid 1353891)
k141_205468	Pseudomonas fluorescens (taxid 294)
k141_149082	Pseudomonas extremorientalis (taxid 169669)
k141_53869	Pseudomonas putida (taxid 303)
k141_36077	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_129036	Pseudomonas sp. ADAK18 (taxid 2730848)
k141_224347	Enterobacteriaceae (taxid 543)
k141_205471	Achromobacter xylosoxidans (taxid 85698)
k141_15981	Leuconostoc citreum (taxid 33964)
k141_110346	Dietzia psychralcaliphila (taxid 139021)
k141_262532	Lactobacillus mucosae LM1 (taxid 1130798)
k141_224350	Pseudomonas corrugata (taxid 47879)
k141_92284	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_15985	Pseudomonas fluorescens WH6 (taxid 746360)
k141_72664	Pseudomonas fluorescens (taxid 294)
